seller_id,total_vendas,qtd_pedidos,ticket_medio
4869f7a5dfa277a7dca6462dcf3b52b2,229472.63,1132,198.50573529411764
53243585a1d6dc2643021fd1853d8905,222776.05,358,543.3562195121951
4a3ca9315b744ce9f8e9374361493884,200472.92,1806,100.89225968797183
fa1c13f2614d7b5c4749cbc52fecda94,194042.03,585,331.12974402730373
7c67e1448b00f6e969d365cea6b010ab,187923.89,982,137.7741129032258
7e93a43ef30c4f03f38b393420bc753a,176431.87,336,518.9172647058823
da8622b14eb17ae2831f4ac5b9dab84a,160236.57,1314,103.31177949709866
7a67c85e85bb2ce8582c35f2203ad736,141745.53,1160,121.04656703672075
1025f0e2d44d7041d6cf58b6550e0bfa,138968.55,915,97.31691176470588
955fee9216a65b617aa5c0531780ce60,135171.7,1287,90.17458305537025
46dc3b2cc0980fb8ec44634e21d2718e,128111.19,521,236.36750922509225
6560211a19b47992c3666cc44a7e94c0,123304.83,1854,60.65166256763404
620c87c171fb2a6dd6e8bb4dec959fc6,114774.5,740,143.82769423558898
7d13fca15225358621be4086e1eb0964,113628.97,565,196.58991349480968
5dceca129747e92ff8ef7a997dc4f8ca,112155.53,325,324.14893063583816
1f50f920176fa81dab994f9023523100,106939.20999999999,1404,55.380222682547895
cc419e0650a3c5ba77189a1882b7556a,104288.42,1706,58.75403943661972
a1043bafd471dff536d0c462352beb48,101901.16,718,132.33916883116885
3d871de0142ce09b7081e2b9d1733cb1,94914.2,1080,82.74995640802092
edb1ef5e36e0c8cd84eb3c9b003e486d,79284.55,166,453.0545714285714
ccc4bbb5f32a6ab2b7066a4130f114e3,74004.62,187,385.44072916666664
f7ba60f8c3f99e7ee4042fdef03b70c4,68395.0,219,297.3695652173913
fe2032dab1a61af8794248c8196565c9,65959.61,294,215.55428104575162
8581055ce74af1daba164fdbd55a40de,64925.3,387,149.2535632183908
cca3071e3e9bb7d12640c9fbe2301306,64009.89,712,77.12034939759036
04308b1ee57b6625f47df1d56f00eedf,60130.6,94,639.6872340425532
522620dcb18a6b31cd7bdf73665113a9,57168.49,174,317.6027222222222
17e34d8224d27a541263c4c64b11a56b,56363.24,255,210.31059701492538
7ddcbb64b5bc1ef36ca8c151f6ec77df,55578.57,334,162.0366472303207
de722cd6dad950a92b7d4f82673f8833,55426.1,339,146.2430079155673
37be5a7c751166fbc5f8ccba4119e043,55350.55,272,196.97704626334522
218d46b86c1881d022bce9c68a7d4b15,55093.28,388,129.024074941452
25c5c91f63607446a97b143d2d535d31,54679.22,158,203.26847583643124
f5a590cf36251cf1162ea35bef76fe84,53201.78,117,436.0801639344262
ceaec5548eefc6e23e6607c5435102e7,52917.18,203,250.7923222748815
b2ba3715d723d245138f291a6fe42594,51676.88,337,142.36055096418733
966cb4760537b1404caedd472cc610a5,51286.05,75,683.8140000000001
e882b2a25a10b9c057cc49695f222c19,51057.54,57,880.3024137931035
2bf6a2c1e71bbd29a4ad64e6d3c3629f,50628.9,30,1633.1903225806452
f8db351d8c4c4c22c6835c19a46f01b0,50525.6,667,69.78674033149171
17f51e7198701186712e53a39c564617,48019.0,56,787.1967213114754
8160255418d5aaa7dbdc9f4c64ebda44,47017.69,385,109.08976798143853
77530e9772f57a62c906e1c21538ab82,46610.4,320,119.82107969151672
4e922959ae960d389249c378d1c939f5,46030.37,420,101.38848017621146
c826c40d7b19f62a09e2d7c5e7295ee2,45643.74,354,122.36927613941018
850f4f8af5ea87287ac68de36e29107f,45355.36,187,236.22583333333333
b33e7c55446eabf8fe1a42d037ac7d6d,44985.17,152,290.22690322580644
ba90964cff9b9e0e6f32b23b82465f7b,44212.5,38,1163.4868421052631
eeb6de78f79159600292e314a77cbd18,43739.84,83,520.712380952381
4d6d651bd7684af3fffabd5f08d12e5a,43587.4,369,110.34784810126582
e9779976487b77c6d4ac45f75ec7afe9,43162.95,657,57.550599999999996
c3cfdc648177fdbbbb35635a37472c53,43048.18,278,140.22208469055374
b839e41795b7f3ad94cc2014a52f6796,42829.0,33,1189.6944444444443
2eb70248d66e0e3ef83659f71b244378,42628.61,202,201.07834905660377
d91fb3b7d041e83b64a00a3edfb37e4f,40889.74,535,76.28682835820895
17a053fcb14bd219540cbde0df490be0,40703.14,125,273.1754362416107
391fc6631aebcf3004804e51b40bcf1e,39951.95,526,65.17446982055465
834f3294fba9f932f56edc879193f925,39907.5,66,604.6590909090909
712e6ed8aa4aa1fa65dab41fed5737e4,39815.0,79,457.64367816091954
634964b17796e64304cadf1ad3050fb7,39465.1,268,121.0585889570552
7142540dd4c91e2237acb7e911c4eba2,37373.56,319,112.91105740181268
ea8482cd71df3c1969d7b9473ff13abc,37177.52,1146,30.90400665004156
c3867b4666c7d76867627c2f7fb22e21,37153.4,245,143.44942084942085
7178f9f4dd81dcef02f62acdf8151e01,37070.4,203,171.62222222222223
c70c1b0d8ca86052f45a432a38b73958,36537.369999999995,261,108.09872781065087
59417c56835dd8e2e72f91f809cd4092,36459.0,18,2025.5
06a2c3af7b3aee5d69171b0e14f0ee87,36408.95,392,89.89864197530864
7299e27ed73d2ad986de7f7c77d919fa,34725.43,338,96.1923268698061
e9bc59e7b60fc3063eb2290deda4cced,34343.06,216,127.66936802973977
